======================================================================
BELUGA CHALLENGE - LÖSUNGSPROTOKOLL
======================================================================

Problem: problems/problem_90_s132_j137_r8_oc81_f43.json
Lösungsdatum: 11.08.2025 20:02:37
Anzahl Schritte: 10561/20000
Erfolgreicher Abschluss: Ja
Benötigte Zeit: 5 Min 14.3 Sek

======================================================================
AKTIONSSTATISTIK (NACH OPTIMIERUNG)
======================================================================

left_unstack_rack        : 2076 ( 23.7%)
left_stack_rack          : 2082 ( 23.8%)
unload_beluga            :  114 (  1.3%)
right_unstack_rack       : 2090 ( 23.9%)
right_stack_rack         : 2087 ( 23.8%)
deliver_to_hangar        :  103 (  1.2%)
load_beluga              :  107 (  1.2%)
get_from_hangar          :  102 (  1.2%)

======================================================================
OPTIMIERUNG
======================================================================

Ursprüngliche Anzahl Schritte: 10561
Optimierte Anzahl Schritte: 8761
Optimierung/Reduktion: 17.04%

======================================================================
OPTIMIERTE AKTIONSSEQUENZ
======================================================================

  1: left_unstack_rack         | Parameter: rack=5, trailer=0
8491: left_unstack_rack         | Parameter: rack=6, trailer=0
8492: left_stack_rack           | Parameter: rack=5, trailer=0
8493: right_unstack_rack        | Parameter: rack=6, trailer=2
8494: left_unstack_rack         | Parameter: rack=4, trailer=0
8495: right_stack_rack          | Parameter: rack=2, trailer=0
8496: right_unstack_rack        | Parameter: rack=7, trailer=0
8497: right_stack_rack          | Parameter: rack=6, trailer=1
8498: right_unstack_rack        | Parameter: rack=3, trailer=1
8499: left_stack_rack           | Parameter: rack=1, trailer=0
8500: right_stack_rack          | Parameter: rack=2, trailer=1
8501: right_unstack_rack        | Parameter: rack=4, trailer=1
8502: left_unstack_rack         | Parameter: rack=2, trailer=0
8503: left_stack_rack           | Parameter: rack=4, trailer=0
8504: right_stack_rack          | Parameter: rack=2, trailer=0
8505: right_unstack_rack        | Parameter: rack=5, trailer=0
8506: left_unstack_rack         | Parameter: rack=4, trailer=0
8507: left_stack_rack           | Parameter: rack=0, trailer=0
8508: right_stack_rack          | Parameter: rack=7, trailer=2
8509: right_unstack_rack        | Parameter: rack=6, trailer=2
8510: left_unstack_rack         | Parameter: rack=1, trailer=0
8511: left_stack_rack           | Parameter: rack=6, trailer=0
8512: left_unstack_rack         | Parameter: rack=0, trailer=0
8513: right_stack_rack          | Parameter: rack=5, trailer=0
8514: right_unstack_rack        | Parameter: rack=0, trailer=0
8515: left_stack_rack           | Parameter: rack=4, trailer=0
8516: left_unstack_rack         | Parameter: rack=5, trailer=0
8517: left_stack_rack           | Parameter: rack=7, trailer=0
8518: left_unstack_rack         | Parameter: rack=2, trailer=0
8519: left_stack_rack           | Parameter: rack=6, trailer=0
8520: right_stack_rack          | Parameter: rack=5, trailer=0
8521: right_unstack_rack        | Parameter: rack=3, trailer=0
8522: left_unstack_rack         | Parameter: rack=6, trailer=0
8523: right_stack_rack          | Parameter: rack=0, trailer=0
8524: right_unstack_rack        | Parameter: rack=3, trailer=0
8525: right_stack_rack          | Parameter: rack=4, trailer=0
8526: right_unstack_rack        | Parameter: rack=7, trailer=0
8527: right_stack_rack          | Parameter: rack=3, trailer=1
8528: left_stack_rack           | Parameter: rack=1, trailer=0
8529: right_unstack_rack        | Parameter: rack=2, trailer=1
8530: left_unstack_rack         | Parameter: rack=7, trailer=0
8531: right_stack_rack          | Parameter: rack=4, trailer=1
8532: right_unstack_rack        | Parameter: rack=0, trailer=1
8533: left_stack_rack           | Parameter: rack=7, trailer=0
8534: left_unstack_rack         | Parameter: rack=6, trailer=0
8535: left_stack_rack           | Parameter: rack=1, trailer=0
8536: left_unstack_rack         | Parameter: rack=0, trailer=0
8537: left_stack_rack           | Parameter: rack=2, trailer=0
8538: left_unstack_rack         | Parameter: rack=3, trailer=0
8539: right_stack_rack          | Parameter: rack=2, trailer=2
8540: left_stack_rack           | Parameter: rack=6, trailer=0
8541: left_unstack_rack         | Parameter: rack=1, trailer=0
8542: right_stack_rack          | Parameter: rack=6, trailer=1
8543: left_stack_rack           | Parameter: rack=7, trailer=0
8544: left_unstack_rack         | Parameter: rack=4, trailer=0
8545: right_stack_rack          | Parameter: rack=3, trailer=0
8546: left_stack_rack           | Parameter: rack=4, trailer=0
8547: right_unstack_rack        | Parameter: rack=6, trailer=2
8548: left_unstack_rack         | Parameter: rack=3, trailer=0
8549: right_unstack_rack        | Parameter: rack=6, trailer=0
8550: right_unstack_rack        | Parameter: rack=7, trailer=1
8551: right_stack_rack          | Parameter: rack=0, trailer=2
8552: right_unstack_rack        | Parameter: rack=6, trailer=2
8553: right_stack_rack          | Parameter: rack=4, trailer=1
8554: right_stack_rack          | Parameter: rack=3, trailer=0
8555: right_stack_rack          | Parameter: rack=0, trailer=2
8556: right_unstack_rack        | Parameter: rack=3, trailer=0
8557: left_stack_rack           | Parameter: rack=0, trailer=0
8558: left_unstack_rack         | Parameter: rack=1, trailer=0
8559: right_unstack_rack        | Parameter: rack=7, trailer=2
8560: left_stack_rack           | Parameter: rack=7, trailer=0
8561: left_unstack_rack         | Parameter: rack=4, trailer=0
8562: right_unstack_rack        | Parameter: rack=5, trailer=1
8563: right_stack_rack          | Parameter: rack=3, trailer=0
8564: right_unstack_rack        | Parameter: rack=7, trailer=0
8565: left_stack_rack           | Parameter: rack=1, trailer=0
8566: left_unstack_rack         | Parameter: rack=5, trailer=0
8567: left_stack_rack           | Parameter: rack=4, trailer=0
8568: left_unstack_rack         | Parameter: rack=3, trailer=0
8569: left_stack_rack           | Parameter: rack=5, trailer=0
8570: left_unstack_rack         | Parameter: rack=3, trailer=0
8571: right_stack_rack          | Parameter: rack=4, trailer=0
8572: right_stack_rack          | Parameter: rack=6, trailer=1
8573: right_unstack_rack        | Parameter: rack=0, trailer=0
8574: right_unstack_rack        | Parameter: rack=7, trailer=1
8575: left_stack_rack           | Parameter: rack=3, trailer=0
8576: left_unstack_rack         | Parameter: rack=6, trailer=0
8577: left_stack_rack           | Parameter: rack=3, trailer=0
8578: left_unstack_rack         | Parameter: rack=5, trailer=0
8579: right_stack_rack          | Parameter: rack=3, trailer=0
8580: right_unstack_rack        | Parameter: rack=7, trailer_id=0
8581: left_stack_rack           | Parameter: rack=5, trailer=0
8582: left_unstack_rack         | Parameter: rack=2, trailer=0
8583: right_stack_rack          | Parameter: rack=7, trailer=1
8584: right_stack_rack          | Parameter: rack=3, trailer=0
8585: right_stack_rack          | Parameter: rack=7, trailer=2
8586: right_unstack_rack        | Parameter: rack=3, trailer_id=0
8587: right_unstack_rack        | Parameter: rack=1, trailer=1
8588: right_unstack_rack        | Parameter: rack=7, trailer=2
8589: left_stack_rack           | Parameter: rack=1, trailer=0
8590: left_unstack_rack         | Parameter: rack=7, trailer=0
8591: deliver_to_hangar         | Parameter: hangar=0, trailer_factory=0
8592: right_unstack_rack        | Parameter: rack=1, trailer_id=0
8593: right_stack_rack          | Parameter: rack=6, trailer=1
8594: get_from_hangar           | Parameter: hangar=0, trailer_factory=1
8595: left_stack_rack           | Parameter: rack=3, trailer=0
8596: left_unstack_rack         | Parameter: rack=1, trailer=0
8597: right_stack_rack          | Parameter: rack=0, trailer=1
8598: right_unstack_rack        | Parameter: rack=2, trailer=1
8599: deliver_to_hangar         | Parameter: hangar=0, trailer_factory=0
8600: left_stack_rack           | Parameter: rack=1, trailer=0
8601: left_unstack_rack         | Parameter: rack=3, trailer=0
8602: right_stack_rack          | Parameter: rack=7, trailer=2
8603: left_stack_rack           | Parameter: rack=6, trailer=0
8604: left_unstack_rack         | Parameter: rack=7, trailer=0
8605: right_unstack_rack        | Parameter: rack=3, trailer=2
8606: left_stack_rack           | Parameter: rack=2, trailer=0
8607: left_unstack_rack         | Parameter: rack=3, trailer=0
8608: get_from_hangar           | Parameter: hangar=0, trailer_factory=0
8609: right_stack_rack          | Parameter: rack=7, trailer=2
8610: right_unstack_rack        | Parameter: rack=6, trailer=2
8611: left_stack_rack           | Parameter: rack=1, trailer=0
8612: left_unstack_rack         | Parameter: rack=3, trailer=0
8613: right_stack_rack          | Parameter: rack=2, trailer=0
8614: right_stack_rack          | Parameter: rack=6, trailer=2
8615: right_stack_rack          | Parameter: rack=7, trailer=1
8616: right_unstack_rack        | Parameter: rack=4, trailer=0
8617: right_stack_rack          | Parameter: rack=1, trailer=0
8618: left_stack_rack           | Parameter: rack=6, trailer=0
8619: right_unstack_rack        | Parameter: rack=6, trailer=0
8620: left_unstack_rack         | Parameter: rack=6, trailer=0
8621: right_unstack_rack        | Parameter: rack=2, trailer=2
8622: right_stack_rack          | Parameter: rack=3, trailer=0
8623: right_unstack_rack        | Parameter: rack=5, trailer=0
8624: right_unstack_rack        | Parameter: rack=3, trailer=1
8625: right_stack_rack          | Parameter: rack=2, trailer=2
8626: right_unstack_rack        | Parameter: rack=5, trailer=2
8627: left_stack_rack           | Parameter: rack=3, trailer=0
8628: left_unstack_rack         | Parameter: rack=4, trailer=0
8629: left_stack_rack           | Parameter: rack=6, trailer=0
8630: right_stack_rack          | Parameter: rack=5, trailer=1
8631: left_unstack_rack         | Parameter: rack=2, trailer=0
8632: right_unstack_rack        | Parameter: rack=7, trailer=1
8633: left_stack_rack           | Parameter: rack=3, trailer=0
8634: left_unstack_rack         | Parameter: rack=1, trailer=0
8635: left_stack_rack           | Parameter: rack=6, trailer=0
8636: left_unstack_rack         | Parameter: rack=1, trailer=0
8637: right_stack_rack          | Parameter: rack=2, trailer=2
8638: right_unstack_rack        | Parameter: rack=3, trailer=2
8639: left_stack_rack           | Parameter: rack=7, trailer=0
8640: left_unstack_rack         | Parameter: rack=1, trailer=0
8641: left_stack_rack           | Parameter: rack=3, trailer=0
8642: left_unstack_rack         | Parameter: rack=0, trailer=0
8643: right_stack_rack          | Parameter: rack=3, trailer=0
8644: left_stack_rack           | Parameter: rack=6, trailer=0
8645: left_unstack_rack         | Parameter: rack=7, trailer=0
8646: right_stack_rack          | Parameter: rack=3, trailer=1
8647: right_stack_rack          | Parameter: rack=4, trailer=2
8648: right_unstack_rack        | Parameter: rack=6, trailer=2
8649: right_unstack_rack        | Parameter: rack=6, trailer=1
8650: right_stack_rack          | Parameter: rack=7, trailer=1
8651: right_unstack_rack        | Parameter: rack=7, trailer=0
8652: right_unstack_rack        | Parameter: rack=7, trailer=1
8653: left_stack_rack           | Parameter: rack=5, trailer=0
8654: right_stack_rack          | Parameter: rack=7, trailer=2
8655: right_unstack_rack        | Parameter: rack=2, trailer=2
8656: left_unstack_rack         | Parameter: rack=4, trailer=0
8657: right_stack_rack          | Parameter: rack=6, trailer=2
8658: right_unstack_rack        | Parameter: rack=5, trailer=2
8659: right_stack_rack          | Parameter: rack=1, trailer=2
8660: right_unstack_rack        | Parameter: rack=4, trailer=2
8661: left_stack_rack           | Parameter: rack=5, trailer=0
8662: left_unstack_rack         | Parameter: rack=2, trailer=0
8663: right_stack_rack          | Parameter: rack=7, trailer=0
8664: right_unstack_rack        | Parameter: rack=1, trailer=0
8665: right_stack_rack          | Parameter: rack=6, trailer=0
8666: right_unstack_rack        | Parameter: rack=4, trailer=0
8667: right_stack_rack          | Parameter: rack=3, trailer=2
8668: right_unstack_rack        | Parameter: rack=4, trailer=2
8669: right_stack_rack          | Parameter: rack=7, trailer=1
8670: right_unstack_rack        | Parameter: rack=4, trailer_id=1
8671: left_stack_rack           | Parameter: rack=4, trailer=0
8672: right_stack_rack          | Parameter: rack=4, trailer=0
8673: right_unstack_rack        | Parameter: rack=5, trailer=0
8674: left_unstack_rack         | Parameter: rack=7, trailer=0
8675: deliver_to_hangar         | Parameter: hangar=0, trailer_factory=1
8676: left_stack_rack           | Parameter: rack=4, trailer=0
8677: left_unstack_rack         | Parameter: rack=1, trailer=0
8678: right_stack_rack          | Parameter: rack=5, trailer=0
8679: left_stack_rack           | Parameter: rack=7, trailer=0
8680: left_unstack_rack         | Parameter: rack=2, trailer=0
8681: right_stack_rack          | Parameter: rack=6, trailer=2
8682: left_stack_rack           | Parameter: rack=4, trailer=0
8683: left_unstack_rack         | Parameter: rack=2, trailer_id=0
8684: get_from_hangar           | Parameter: hangar=0, trailer_factory=0
8685: right_unstack_rack        | Parameter: rack=3, trailer=2
8686: right_unstack_rack        | Parameter: rack=1, trailer=1
8687: left_stack_rack           | Parameter: rack=3, trailer=0
8688: left_unstack_rack         | Parameter: rack=4, trailer=0
8689: right_stack_rack          | Parameter: rack=1, trailer=1
8690: left_stack_rack           | Parameter: rack=5, trailer=0
8691: right_unstack_rack        | Parameter: rack=0, trailer=1
8692: left_unstack_rack         | Parameter: rack=3, trailer=0
8693: load_beluga               | Parameter: trailer_beluga=0
8694: left_unstack_rack         | Parameter: rack=4, trailer=0
8695: left_stack_rack           | Parameter: rack=1, trailer=0
8696: left_unstack_rack         | Parameter: rack=6, trailer=0
8697: right_stack_rack          | Parameter: rack=4, trailer=0
8698: left_stack_rack           | Parameter: rack=4, trailer=0
8699: left_unstack_rack         | Parameter: rack=5, trailer=0
8700: right_unstack_rack        | Parameter: rack=5, trailer=0
8701: right_stack_rack          | Parameter: rack=7, trailer=2
8702: left_stack_rack           | Parameter: rack=2, trailer=0
8703: left_unstack_rack         | Parameter: rack=1, trailer=0
8704: right_stack_rack          | Parameter: rack=2, trailer=0
8705: right_unstack_rack        | Parameter: rack=0, trailer=2
8706: right_stack_rack          | Parameter: rack=3, trailer=1
8707: right_unstack_rack        | Parameter: rack=1, trailer=1
8708: right_unstack_rack        | Parameter: rack=5, trailer=0
8709: right_stack_rack          | Parameter: rack=0, trailer=0
8710: left_stack_rack           | Parameter: rack=1, trailer=0
8711: right_unstack_rack        | Parameter: rack=5, trailer=0
8712: left_unstack_rack         | Parameter: rack=0, trailer=0
8713: right_stack_rack          | Parameter: rack=0, trailer=0
8714: left_stack_rack           | Parameter: rack=4, trailer=0
8715: left_unstack_rack         | Parameter: rack=3, trailer=0
8716: right_unstack_rack        | Parameter: rack=6, trailer=0
8717: right_stack_rack          | Parameter: rack=1, trailer=2
8718: right_unstack_rack        | Parameter: rack=0, trailer=2
8719: left_stack_rack           | Parameter: rack=5, trailer=0
8720: left_unstack_rack         | Parameter: rack=0, trailer=0
8721: right_stack_rack          | Parameter: rack=0, trailer=1
8722: right_stack_rack          | Parameter: rack=0, trailer=0
8723: right_stack_rack          | Parameter: rack=4, trailer=2
8724: right_unstack_rack        | Parameter: rack=6, trailer=1
8725: right_unstack_rack        | Parameter: rack=3, trailer=2
8726: right_stack_rack          | Parameter: rack=1, trailer=2
8727: right_unstack_rack        | Parameter: rack=4, trailer=0
8728: left_stack_rack           | Parameter: rack=6, trailer=0
8729: left_unstack_rack         | Parameter: rack=4, trailer=0
